iter	MultiClass
180	0.6193359249
181	0.6171074165
182	0.6157931607
183	0.6149377485
184	0.6141259611
185	0.6128526576
186	0.6118351992
187	0.6108985939
188	0.6095472722
189	0.6073691326
190	0.6059975261
191	0.604358422
192	0.6024595166
193	0.6007281091
194	0.5980198187
195	0.5971954878
196	0.5957578868
197	0.5942202534
198	0.5922436082
199	0.5911127596
200	0.5893542625
201	0.5876600126
202	0.586091651
203	0.5846800707
204	0.5825569597
205	0.580921744
206	0.5798687975
207	0.5780934291
208	0.5766779863
209	0.5754354118
210	0.5732066708
211	0.5719648269
212	0.5703455527
213	0.5693956183
214	0.5678146915
215	0.5661526516
216	0.5646009859
217	0.5635598056
218	0.5622515288
219	0.5612466029
220	0.5599832457
221	0.5585031934
222	0.5571625561
223	0.5562589626
224	0.5554836251
225	0.5544076471
226	0.5531516218
227	0.5520504113
228	0.5505459852
229	0.549627414
230	0.5483592964
231	0.5468900487
232	0.5454684751
233	0.5442049365
234	0.5431326927
235	0.5417674827
236	0.540914162
237	0.5392202982
238	0.5386039546
239	0.5374968514
240	0.5360137168
241	0.5345665064
242	0.5339082829
243	0.5332590147
244	0.5318575363
245	0.5298955027
246	0.5280952854
247	0.5268275379
248	0.5255643107
249	0.5243921068
250	0.5235732542
251	0.522303603
252	0.521420473
253	0.5204108343
254	0.5191305403
255	0.5177571435
256	0.5165150002
257	0.5152571962
258	0.5141186511
259	0.5129311362
260	0.511508936
261	0.510618795
262	0.5094530411
263	0.5082553978
264	0.5069240394
265	0.5055793273
266	0.5041200205
267	0.5031881705
268	0.5026241603
269	0.5010537612
270	0.4999125879
271	0.4992744719
272	0.4977455924
273	0.4962920439
274	0.4952143324
275	0.494382388
276	0.4934955354
277	0.492243672
278	0.4908014428
279	0.4898093742
280	0.4887213087
281	0.4873723896
282	0.4861572948
283	0.4852733051
284	0.4838688851
285	0.4827481535
286	0.4814483897
287	0.4808063947
288	0.4791048495
289	0.4780129959
290	0.4770673947
291	0.4756504918
292	0.4744777528
293	0.4732527405
294	0.4725833431
295	0.4708545997
296	0.4696486878
297	0.4688672448
298	0.4680445716
299	0.4664258399
300	0.4656393048
301	0.4643736172
302	0.4633825792
303	0.4623786311
304	0.4609788474
305	0.4598120699
306	0.458410178
307	0.4575399298
308	0.4563945943
309	0.4553008271
310	0.4546121804
311	0.4535802353
312	0.4524061131
313	0.4513649085
314	0.4505357464
315	0.4497388073
316	0.4483339027
317	0.4466580497
318	0.4455276727
319	0.444586136
320	0.4437766992
321	0.4424923951
322	0.4412272657
323	0.440134385
324	0.4386546555
325	0.4379113012
326	0.4374478346
327	0.4364698741
328	0.4357071835
329	0.434475595
330	0.4334315388
331	0.4326205263
332	0.4316066968
333	0.4305851566
334	0.4291155216
335	0.42845799
336	0.4270240644
337	0.4259341424
338	0.4252742405
339	0.4245164713
340	0.4239300474
341	0.4227024944
342	0.4216075745
343	0.4203185352
344	0.4192697265
345	0.4180742307
346	0.417079175
347	0.4163752051
348	0.4157222627
349	0.4149361259
350	0.4137350767
351	0.4129863998
352	0.412285877
353	0.4114047718
354	0.4105865262
355	0.409714154
356	0.4091314799
357	0.408723032
358	0.4073771032
359	0.4059701826
360	0.4051840371
361	0.4046067879
362	0.4040525755
363	0.4034675684
364	0.4024806655
365	0.4019007525
366	0.4011197265
367	0.400259936
368	0.3997990914
369	0.3991968994
370	0.3980472335
371	0.3970001429
372	0.3963879858
373	0.3955578608
374	0.3946182804
375	0.3937918517
376	0.3930281163
377	0.3921007564
378	0.3912965589
379	0.3904966514
380	0.3896852252
381	0.3888985614
382	0.3881454684
383	0.3873473615
384	0.3864687926
385	0.3854817505
386	0.3844840361
387	0.3838590263
388	0.3830731467
389	0.3821608609
390	0.3817265705
391	0.3809854916
392	0.3802974975
393	0.3794563057
394	0.3784631754
395	0.3778749562
396	0.3775280716
397	0.376803596
398	0.3761544746
399	0.3747475693
400	0.3738235721
401	0.3727745078
402	0.3716750794
403	0.3706063143
404	0.3699741807
405	0.3694731815
406	0.3690581961
407	0.3686445667
408	0.36773915
409	0.3667879428
410	0.3661912481
411	0.3652720141
412	0.364570632
413	0.3639937401
414	0.3633138858
415	0.3624028368
416	0.3618270129
417	0.3610596018
418	0.3600894118
419	0.3595277694
420	0.3589191117
421	0.3585669274
422	0.3576975571
423	0.356380153
424	0.3555957263
425	0.3548456866
426	0.3541332426
427	0.3526654762
428	0.3517377466
429	0.3508107146
430	0.3503277334
431	0.3498843114
432	0.3489580096
433	0.3482514768
434	0.34728564
435	0.34664511
436	0.3460096202
437	0.3455991352
438	0.3450830907
439	0.3441292443
440	0.3437857149
441	0.3431043864
442	0.3424902527
443	0.3422552365
444	0.3416931662
445	0.3411200133
446	0.3406888873
447	0.3402150022
448	0.3398279178
449	0.3388791502
450	0.3382284114
451	0.3374757768
452	0.3369130466
453	0.3364747758
454	0.3357337605
455	0.3351760048
456	0.3340670116
457	0.3336143452
458	0.333166051
459	0.3326612469
460	0.3316646484
461	0.3312362699
462	0.3304694099
463	0.3298298455
464	0.3292606723
465	0.3289736285
466	0.3284371588
467	0.3278511934
468	0.3269684639
469	0.3263808522
470	0.3256619142
471	0.3250398014
472	0.324279504
473	0.3235525349
474	0.3226891027
475	0.3221439753
476	0.3213963136
477	0.3202850385
478	0.3196502824
479	0.3189718951
480	0.3182763682
481	0.3175780666
482	0.3171204993
483	0.3165704734
484	0.3161442572
485	0.3156281292
486	0.3148895944
487	0.3146154947
488	0.3137866331
489	0.3130600025
490	0.3124921582
491	0.3117678294
492	0.3107307714
493	0.3100403148
494	0.3094788808
495	0.3086057357
496	0.3083261721
497	0.3077433
498	0.3071031914
499	0.3066951591
500	0.3058656487
501	0.3055245155
502	0.3049829887
503	0.3045252562
504	0.3039433052
505	0.303566598
506	0.3029044267
507	0.3021258242
508	0.301447008
509	0.3007225753
510	0.3003300291
511	0.2997936332
512	0.299059292
513	0.2986164713
514	0.2980373829
515	0.29727825
516	0.2969091017
517	0.2961134977
518	0.2955770343
519	0.2950883234
520	0.2945944337
521	0.2940522213
522	0.2933923471
523	0.2929188012
524	0.2919079023
525	0.2911994934
526	0.2908076841
527	0.2905211807
528	0.2900808151
529	0.2896575756
530	0.2891967654
531	0.2886286412
532	0.288064852
533	0.2874629582
534	0.2869638816
535	0.2863736843
536	0.2859906883
537	0.285400074
538	0.2842994842
539	0.2837282736
540	0.2828793186
541	0.2821298041
542	0.2816352638
543	0.2808009452
544	0.2803258662
545	0.2799260948
546	0.2791654864
547	0.2783713812
548	0.2780224423
549	0.277493393
550	0.2771029308
551	0.2766183685
552	0.2760038173
553	0.275280208
554	0.2747377817
555	0.2740925694
556	0.2735767515
557	0.2731816144
558	0.2724001605
559	0.2719804545
560	0.2715534564
561	0.2710357176
562	0.270792198
563	0.2700886098
564	0.2695047028
565	0.2690945755
566	0.2685901032
567	0.2679730072
568	0.2675395972
569	0.2670544422
570	0.2663974697
571	0.2659133153
572	0.2653395716
573	0.2648044422
574	0.2643329197
575	0.2639002946
576	0.2635113988
577	0.2629435222
578	0.2623276913
579	0.261757276
580	0.2609987757
581	0.2601972883
582	0.2599057357
583	0.2592727169
584	0.2589124392
585	0.2579781668
586	0.2576758863
587	0.2571803906
588	0.2568501802
589	0.2563256624
590	0.2557131638
591	0.2553676655
592	0.2547604577
593	0.2545084063
594	0.2539373362
595	0.2533549284
596	0.2527131875
597	0.2524703978
598	0.2522086976
599	0.2518821978
600	0.2515670088
601	0.2511421505
602	0.250741255
603	0.2503402357
604	0.2498939082
605	0.2495263798
606	0.249245004
607	0.2487621495
608	0.2483952944
609	0.2476597463
610	0.247112524
611	0.2467595389
612	0.2462435806
613	0.2459112638
614	0.2455004379
615	0.2451563198
616	0.244797332
617	0.2445093349
618	0.2440913487
619	0.2438142527
620	0.2433919332
621	0.2427455738
622	0.2424239255
623	0.2421579247
624	0.2419394487
625	0.2411839639
626	0.2407677836
627	0.240035054
628	0.2397577214
629	0.2391358969
630	0.2388184805
631	0.2383860493
632	0.2379142351
633	0.2372056269
634	0.2367403635
635	0.2364243738
636	0.2361810105
637	0.2355495659
638	0.2351266225
639	0.2347345107
640	0.2341396912
641	0.2337641052
642	0.2334099919
643	0.2329337251
644	0.2325923277
645	0.232130537
646	0.2316823588
647	0.2311742185
648	0.2305790556
649	0.2298276152
650	0.229488127
651	0.2291295098
652	0.2288753369
653	0.2286272566
654	0.2282565631
655	0.2278014763
656	0.2274591709
657	0.2270775853
658	0.2265174267
659	0.2260095983
660	0.2253423972
661	0.2249801209
662	0.2245630535
663	0.2242897967
664	0.2239518258
665	0.223626154
666	0.2233794711
667	0.2228409401
668	0.2222849932
669	0.2218143314
670	0.2214469596
671	0.2209437844
672	0.220349535
673	0.2199822714
674	0.2194507807
675	0.2190877585
676	0.2184756061
677	0.2179457692
678	0.2176278087
679	0.2173399013
680	0.2170920583
681	0.2166913533
682	0.2164063332
683	0.2159917607
684	0.2156508062
685	0.2150083185
686	0.2145069011
687	0.2141319541
688	0.2137321294
689	0.2132782895
690	0.2128578594
691	0.2125041615
692	0.2122361843
693	0.2116880786
694	0.2114418419
695	0.2110629605
696	0.2108177863
697	0.210361498
698	0.2099088065
699	0.209392057
700	0.2090472407
701	0.208406242
702	0.2080805752
703	0.2077128679
704	0.2075284079
705	0.2072265658
706	0.206939684
707	0.2065552813
708	0.2060774077
709	0.2056901211
710	0.2052011495
711	0.204899618
712	0.2047322254
713	0.2044312719
714	0.2042028851
715	0.2038868006
716	0.2034257356
717	0.2031027738
718	0.2026725979
719	0.2023654907
720	0.2021103291
721	0.2016307181
722	0.2011294724
723	0.2007709411
724	0.2005468387
725	0.2001526933
726	0.1994877004
727	0.1991562935
728	0.1988393741
729	0.198429725
730	0.1978779527
731	0.1975336765
732	0.1971777375
733	0.1968251918
734	0.1965096297
735	0.1962212831
736	0.1960021075
737	0.1957557093
738	0.1956163921
739	0.1954314918
740	0.1951246054
741	0.1947823387
742	0.1946102841
743	0.194291192
744	0.1940803484
745	0.19387492
746	0.193656948
747	0.1931444035
748	0.1928845165
749	0.1924901341
750	0.1921333451
751	0.1918636598
752	0.1914755477
753	0.1913021975
754	0.191126825
755	0.1907057184
756	0.1903823948
757	0.1901023182
758	0.1896197596
759	0.1893315511
760	0.1889678492
761	0.188613806
762	0.1883362589
763	0.1881408431
764	0.1879278527
765	0.1876886337
766	0.1872493232
767	0.1868890628
768	0.1866777476
769	0.1865348441
770	0.1863055258
771	0.1860393421
772	0.1856894391
773	0.185229725
774	0.1849974467
775	0.1847296
776	0.184511869
777	0.1843232177
778	0.1841604204
779	0.1840165362
780	0.1836720625
781	0.1833108028
782	0.1828280683
783	0.1825094474
784	0.1822839698
785	0.1819257377
786	0.1815547081
787	0.1814146292
788	0.181082562
789	0.1807198867
790	0.1803045654
791	0.1798674266
792	0.1796343675
793	0.1791314085
794	0.1789191449
795	0.1786061213
796	0.1782437307
797	0.1778306779
798	0.1775416656
799	0.1772297099
800	0.176821103
801	0.1766345026
802	0.1764563859
803	0.1761971054
804	0.1757986027
805	0.1752346102
806	0.1749264074
807	0.1746589696
808	0.1745176829
809	0.1741800869
810	0.1739773685
811	0.173752439
812	0.1736342072
813	0.173385618
814	0.1731927893
815	0.1729620831
816	0.1727417021
817	0.1722330072
818	0.172037521
819	0.1718613681
820	0.171554559
821	0.171178563
822	0.1708565994
823	0.1705529029
824	0.1703069426
825	0.1699880711
826	0.1696270763
827	0.1692991213
828	0.1690246211
829	0.1688248126
830	0.1684871957
831	0.1681153137
832	0.1678332565
833	0.167685192
834	0.1674789747
835	0.1670438611
836	0.1666911607
837	0.1664971587
838	0.1660801947
839	0.1657148425
840	0.165562111
841	0.1651364562
842	0.1648328244
843	0.1646212332
844	0.1643057593
845	0.1640384178
846	0.1636343922
847	0.1634346671
848	0.163209034
849	0.1629783046
850	0.1627804551
851	0.162573733
852	0.1623359974
853	0.16213014
854	0.1618993236
855	0.1617266748
856	0.1615509322
857	0.1612310953
858	0.1609506079
859	0.1607542718
860	0.1605909514
861	0.1604253521
862	0.1602525943
863	0.1599773957
864	0.1597339925
865	0.159348524
866	0.1590330251
867	0.1588222444
868	0.1585338013
869	0.1583463695
870	0.158033052
871	0.1578063161
872	0.1575719544
873	0.1572634991
874	0.1569721436
875	0.1567913012
876	0.1566299396
877	0.1563155203
878	0.1559830631
879	0.1558023561
880	0.1554695437
881	0.1552333733
882	0.1550067593
883	0.1547869797
884	0.1546131732
885	0.1544917705
886	0.1540565909
887	0.1537495411
888	0.1533664917
889	0.1531622459
890	0.1527544356
891	0.1525226969
892	0.152182608
893	0.1519036569
894	0.1516347052
895	0.1514619655
896	0.1512779709
897	0.1510270375
898	0.1508446878
899	0.1506723523
900	0.1502513886
901	0.1500549581
902	0.1498219385
903	0.149463039
904	0.1491959036
905	0.1489893491
906	0.1487903422
907	0.1484219524
908	0.1481451992
909	0.1478994247
910	0.147694141
911	0.1475053096
912	0.147290629
913	0.1470704256
914	0.1468409917
915	0.1466390541
916	0.1463928575
917	0.1462177109
918	0.1459735943
919	0.145704511
920	0.1454393966
921	0.1451626663
922	0.1449805506
923	0.1446617329
924	0.144521069
925	0.14436577
926	0.1441941961
927	0.1438360299
928	0.143547828
929	0.143331542
930	0.1430785046
931	0.1428499202
932	0.1426703712
933	0.14250851
934	0.1423555804
935	0.1421208305
936	0.1419011082
937	0.1416581452
938	0.1415037739
939	0.1411835124
940	0.140939234
941	0.1407993352
942	0.1405871512
943	0.1403979898
944	0.1402153164
945	0.1399661367
946	0.1398761024
947	0.1396335738
948	0.1394837201
949	0.1393794283
950	0.1391827372
951	0.1389859822
952	0.1386659133
953	0.1384679906
954	0.1383677759
955	0.1382265432
956	0.1380257568
957	0.137911277
958	0.1377466064
959	0.1376015175
960	0.1372589136
961	0.1370887324
962	0.1369033847
963	0.1366589188
964	0.1364685393
965	0.1363320179
966	0.1361364374
967	0.1359214577
968	0.1357413732
969	0.1355626687
970	0.1352974701
971	0.1350348577
972	0.1348157406
973	0.1347039992
974	0.1344977498
975	0.1342160961
976	0.1340094731
977	0.1338745162
978	0.1336925431
979	0.1335877979
980	0.1334622558
981	0.1332984143
982	0.1331083349
983	0.1328694439
984	0.1326511946
985	0.1325459458
986	0.1323620171
987	0.1321429286
988	0.1319288458
989	0.1316870035
990	0.1314707826
991	0.1313167165
992	0.1312113475
993	0.1310054349
994	0.1308735265
995	0.130690985
996	0.1305348997
997	0.1303891261
998	0.1302700371
999	0.1301015115
